0,1,2,3,4
oo130020540061,עַטְר֖וֹת,עַטְרֹ֖ות בֵּ֣ית יֹואָ֑ב,o392520,4
oo130020540071,בֵּ֣ית,,o392520a,4
oo130020540081,יוֹאָ֑ב,וַ,o392521,7
oo130020540091,וַ,חֲצִ֥י,o392522,7
oo130020540092,חֲצִ֥י,הַ,o392523,7
,NA,מָּנַחְתִּ֖י,o392524,6
,,,,
oo140320210212,מִֽ,מיציאו,o423602,7
oo140320210213,יצִיאֵ֣י,מֵעָ֔יו,o423603,7
oo140320210221,מֵעָ֔י,שָׁ֖ם,o423604,7
oo140320210222,ו,הִפִּילֻ֥הוּ,o423605,7
oo140320210231,שָׁ֖ם,בֶ,o423606,7
oo140320210241,הִפִּילֻ֥,,o423607,7
oo140320210242,הוּ,חָֽרֶב,o423608,7
,,,,
oo150040070091,כְּנָוֺתָ֔י,כנותו,o379654,7
oo150040070092,ו,עַל,o379655,7
oo150040070101,עַל,ארתחשׁשׂתא,o379656,7
oo150040070121,אַרְתַּחְשַׁ֖שְׂתְּ,מֶ֣לֶךְ,o379657,7
oo150040070131,מֶ֣לֶךְ,פָּרָ֑ס,o379658,7
oo150040070141,פָּרָ֑ס,וּ,o379659,7
oo150040070151,וּ,כְתָב֙,o379660,7
oo150040070152,כְתָב֙,הַֽ,o379661,7
oo150040070161,הַֽ,נִּשְׁתְּוָ֔ן,o379662,7
oo150040070162,נִּשְׁתְּוָ֔ן,כָּת֥וּב,o379663,7
oo150040070171,כָּת֥וּב,אֲרָמִ֖ית,o379664,7
oo150040070181,אֲרָמִ֖ית,וּ,o379665,7
oo150040070191,וּ,מְתֻרְגָּ֥ם,o379666,7
oo150040070192,מְתֻרְגָּ֥ם,אֲרָמִֽית,o379667,7
,,,,
oo150040090142,א,בָבְלָיֵא֙,o379699,4
oo150040090151,בָבְלָיֵ,,o379699a,4
oo150040090152,א֙,שֽׁוּשַׁנְכָיֵ֔א,o379700,4
oo150040090161,שֽׁוּשַׁנְכָיֵ֔,,o379700a,4
oo150040090162,א,דהוא,o379701,7
oo150040090181,דֶּהָיֵ֖,עֵלְמָיֵֽא,o379702,7
,,,,
oo150040120162,בִֽישְׁתָּ,באישׁתא,o379757,7
oo150040120163,א֙,בָּנַ֔יִן,o379758,7
oo150040120171,בָּנַ֔יִן,ו,o379759,7
oo150040120191,וְ,שׁורי,o379760,4
oo150040120192,שׁוּרַיָּ֣,,o379760a,4
oo150040120193,א,אשׁכללו,o379761,7
oo150040120211,שַׁכְלִ֔ילוּ,וְ,o379762,7
oo150040120221,וְ,אֻשַּׁיָּ֖א,o379763,7
oo150040120222,אֻשַּׁיָּ֖,יַחִֽיטוּ,o379764,7
,,,,
oo150050010091,נְבִיַּיָּ֔,נביאיא,o380032,7
oo150050010092,א,עַל,o380033,7
oo150050010101,עַל,יְה֣וּדָיֵ֔א,o380034,7
oo150050010111,יְה֣וּדָיֵ֔,דִּ֥י,o380035,7
oo150050010112,א,בִ,o380036,7
oo150050010121,דִּ֥י,יה֖וּד,o380037,7
,NA,וּ,o380038,6
,,,,
oo150050010132,יה֖וּד,ירוּשְׁלֶ֑ם,o380040,7
oo150050010141,וּ,בְּ,o380041,7
oo150050010142,בִ,שֻׁ֛ם,o380042,7
oo150050010143,ירוּשְׁלֶ֑ם,אֱלָ֥הּ,o380043,7
oo150050010151,בְּ,יִשְׂרָאֵ֖ל,o380044,7
oo150050010152,שֻׁ֛ם,עֲלֵיהֹֽון,o380045,7
,,,,
oo150050020152,עִמְּ,עִמְּהֹ֛ון,o380066,4
oo150050020153,ה֛וֹן,,o380066a,4
oo150050020171,נְבִיַּיָּ֥,נביאיא,o380067,7
oo150050020172,א,דִֽי,o380068,7
oo150050020181,דִֽי,אֱלָהָ֖א,o380069,7
oo150050020191,אֱלָהָ֖,מְסָעֲדִ֥ין,o380070,7
oo150050020192,א,לְהֹֽון,o380071,7
oo150050030011,בֵּ,בֵּהּ,o380072,4
oo150050030012,הּ,,o380072a,4
oo150050030021,זִמְנָ,זִמְנָא֩,o380073,4
oo150050030022,א֩,,o380073a,4
,,,,
oo150050120152,ה,וּ,o380285,7
oo150050120161,וּ,בַיְתָ֤ה,o380286,7
oo150050120162,בַיְתָ֤,דְנָה֙,o380287,7
oo150050120163,ה,סַתְרֵ֔הּ,o380288,7
oo150050120171,דְנָה֙,וְ,o380289,7
oo150050120181,סַתְרֵ֔,עַמָּ֖ה,o380290,7
oo150050120182,הּ,הַגְלִ֥י,o380291,4
oo150050120191,וְ,,o380291a,4
oo150050120192,עַמָּ֖,לְ,o380292,7
oo150050120193,ה,בָבֶֽל,o380293,7
,,,,
oo150080250022,אֶשְׁקֳלָ֣,אשׁקולה,o381974,7
oo150080250023,ה,לָהֶ֔ם,o381975,4
oo150080250031,לָ,,o381975a,4
oo150080250032,הֶ֔ם,אֶת,o381976,7
oo150080250041,אֶת,הַ,o381977,7
oo150080250051,הַ,כֶּ֥סֶף,o381978,7
oo150080250052,כֶּ֥סֶף,וְ,o381979,7
oo150080250061,וְ,אֶת,o381980,7
oo150080250062,אֶת,הַ,o381981,7
oo150080250071,הַ,זָּהָ֖ב,o381982,4
oo150080250072,זָּהָ֖ב,,o381982a,4
,,,,
oo160010090152,הֲבִֽיאוֹתִי,הבואתים,o383646,7
oo160010090153,ם֙,אֶל,o383647,7
oo160010090161,אֶל,הַ,o383648,7
oo160010090171,הַ,מָּקֹ֔ום,o383649,7
oo160010090172,מָּק֔וֹם,אֲשֶׁ֣ר,o383650,7
oo160010090181,אֲשֶׁ֣ר,בָּחַ֔רְתִּי,o383651,7
oo160010090191,בָּחַ֔רְתִּי,לְ,o383652,7
oo160010090201,לְ,שַׁכֵּ֥ן,o383653,7
oo160010090202,שַׁכֵּ֥ן,אֶת,o383654,7
oo160010090211,אֶת,שְׁמִ֖י,o383655,7
oo160010090221,שְׁמִ֖,שָֽׁם,o383656,7
,,,,
oo160030300022,ו,הֶחֱזִ֜יק,o384827,7
oo160030300031,הֶחֱזִ֜יק,חֲנַנְיָ֣ה,o384828,7
oo160030300041,חֲנַנְיָ֣ה,בֶן,o384829,7
oo160030300051,בֶן,שֶׁלֶמְיָ֗ה,o384830,7
oo160030300061,שֶׁלֶמְיָ֗ה,וְ,o384831,7
oo160030300071,וְ,חָנ֧וּן,o384832,4
oo160030300072,חָנ֧וּן,,o384832a,4
,,,,
oo160030310022,ו,הֶחֱזִ֗יק,o384847,7
oo160030310031,הֶחֱזִ֗יק,מַלְכִּיָּה֙,o384848,7
oo160030310041,מַלְכִּיָּה֙,בֶּן,o384849,7
oo160030310051,בֶּן,הַ,o384850,7
oo160030310061,הַ,צֹּ֣רְפִ֔י,o384851,7
oo160030310062,צֹּ֣רְפִ֔י,עַד,o384852,7
oo160030310071,עַד,בֵּ֥ית,o384853,7
oo160030310081,בֵּ֥ית,הַ,o384854,7
oo160030310091,הַ,נְּתִינִ֖ים,o384855,7
oo160030310092,נְּתִינִ֖ים,וְ,o384856,7
oo160030310101,וְ,הָ,o384857,7
oo160030310102,הָ,רֹכְלִ֑ים,o384858,7
oo160030310103,רֹכְלִ֑ים,נֶ֚גֶד,o384859,7
oo160030310111,נֶ֚גֶד,שַׁ֣עַר,o384860,7
oo160030310121,שַׁ֣עַר,הַ,o384861,7
oo160030310131,הַ,מִּפְקָ֔ד,o384862,7
oo160030310132,מִּפְקָ֔ד,וְ,o384863,7
oo160030310141,וְ,עַ֖ד,o384864,7
oo160030310142,עַ֖ד,עֲלִיַּ֥ת,o384865,7
oo160030310151,עֲלִיַּ֥ת,הַ,o384866,7
oo160030310161,הַ,פִּנָּֽה,o384867,4
oo160030310162,פִּנָּֽה,,o384867a,4
,,,,
oo160120460071,רָאשֵׁי֙,ראשׁ,o390478,4
oo160120460071a,,הַ,o390479,4
oo160120460081,הַ,מְשֹׁ֣רְרִ֔ים,o390480,7
oo160120460082,מְשֹׁ֣רְרִ֔ים,וְ,o390481,7
oo160120460091,וְ,שִׁיר,o390482,7
oo160120460092,שִׁיר,תְּהִלָּ֥ה,o390483,7
oo160120460101,תְּהִלָּ֥ה,וְ,o390484,7
oo160120460111,וְ,הֹדֹ֖ות,o390485,4
oo160120460112,הֹד֖וֹת,,o390485a,4
,,,,
oo180010040121,אַחְיֽוֹתֵי,אחיתיהם,o336105,7
oo180010040122,הֶ֔ם,לֶ,o336106,7
oo180010040131,לֶ,אֱכֹ֥ל,o336107,4
oo180010040132,אֱכֹ֥ל,,o336107a,4
,,,,
oo180060020062,הַוָּתִ֗,היתי,o337589,7
oo180060020063,י,בְּֽ,o337590,7
oo180060020071,בְּֽ,מֹאזְנַ֥יִם,o337591,7
oo180060020072,מֹאזְנַ֥יִם,יִשְׂאוּ,o337592,7
oo180060020081,יִשְׂאוּ,יָֽחַד,o337593,7
,,,,
oo180140050051,חֳדָשָׁ֥י,חֳדָשָׁ֥יו,o339559,4
oo180140050052,ו,,o339559a,4
oo180140050061,אִתָּ֑,אִתָּ֑ךְ,o339560,4
oo180140050062,ךְ,,o339560a,4
oo180140050081,חֻקָּ֥י,חקו,o339561,7
oo180140050082,ו,עָ֝שִׂ֗יתָ,o339562,7
oo180140050091,עָ֝שִׂ֗יתָ,וְ,o339563,7
oo180140050101,וְ,לֹ֣א,o339564,7
oo180140050102,לֹ֣א,יַעֲבֹֽור,o339565,7
,,,,
oo180150150032,קְדֹשָׁי,קדשׁו,o339875,7
oo180150150033,ו,לֹ֣א,o339876,7
oo180150150041,לֹ֣א,יַאֲמִ֑ין,o339877,7
oo180150150051,יַאֲמִ֑ין,וְ֝,o339878,7
oo180150150061,וְ֝,שָׁמַ֗יִם,o339879,7
oo180150150062,שָׁמַ֗יִם,לֹא,o339880,7
oo180150150071,לֹא,זַכּ֥וּ,o339881,7
oo180150150081,זַכּ֥וּ,בְ,o339882,7
oo180150150091,בְ,עֵינָֽיו,o339883,7
,,,,
oo180170150021,אֵפ֣וֹ,אַיֵּה,o340436,7
oo180170150031,תִקְוָתִ֑,אֵפֹ֣ו,o340437,7
oo180170150032,י,תִקְוָתִ֑י,o340438,4
oo180170150041,וְ֝,,o340438a,4
oo180170150042,תִקְוָתִ֗,וְ֝,o340439,7
oo180170150043,י,תִקְוָתִ֗י,o340440,5
,,,,
oo180200110051,וְ֝,עִמֹּ֗ו,o341009,4
oo180200110052,עִמּ֗,,o341009a,4
oo180200110053,וֹ,עַל,o341010,7
oo180200110061,עַל,עָפָ֥ר,o341011,7
oo180200110071,עָפָ֥ר,תִּשְׁכָּֽב,o341012,7
,,,,
oo180240010072,יֹדְעָ֗י,ידעו,o341931,7
oo180240010073,ו,לֹא,o341932,7
oo180240010081,לֹא,חָ֥זוּ,o341933,7
oo180240010091,חָ֥זוּ,יָמָֽיו,o341934,7
,,,,
oo180260140061,וּ,מַה,o342365,7
oo180260140062,מַה,שֵּׁ֣מֶץ,o342366,7
oo180260140071,שֵּׁ֣מֶץ,דָּ֭בָר,o342367,7
oo180260140081,דָּ֭בָר,נִשְׁמַע,o342368,7
oo180260140091,נִשְׁמַע,בֹּ֑ו,o342369,7
oo180260140101,בּ֑,וְ,o342370,7
oo180260140102,וֹ,רַ֥עַם,o342371,7
oo180260140111,וְ,גבורתו,o342372,7
oo180260140112,רַ֥עַם,מִ֣י,o342373,7
oo180260140131,גְּ֝בוּרוֹתָ֗י,יִתְבֹּונָֽן,o342374,7
,,,,
oo180270150021,שְׂ֭רִידָי,שׂרידו,o342507,7
oo180270150022,ו,בַּ,o342508,7
oo180270150031,בַּ,,o342509,7
oo180270150031ה,,מָּ֣וֶת,o342510,7
oo180270150032,מָּ֣וֶת,יִקָּבֵ֑רוּ,o342511,7
oo180270150041,יִקָּבֵ֑רוּ,וְ֝,o342512,7
oo180270150051,וְ֝,אַלְמְנֹתָ֗יו,o342513,4
oo180270150052,אַלְמְנֹתָ֗י,,o342513a,4
oo180270150053,ו,לֹ֣א,o342514,7
oo180270150061,לֹ֣א,תִבְכֶּֽינָה,o342515,7
,,,,
oo180310200061,וּ,מִ,o343600,7
oo180310200062,מִ,גֵּ֥ז,o343601,7
oo180310200063,גֵּ֥ז,כְּ֝בָשַׂי,o343602,7
oo180310200071,כְּ֝בָשַׂ,יִתְחַמָּֽם,o343603,7
,,,,
oo180370120052,תַחְבּוּלֹתָ֣י,תחבולתו,o345317,7
oo180370120053,ו,לְ,o345318,7
oo180370120061,לְ,פָעֳלָ֑ם,o345319,4
oo180370120062,פָעֳלָ֑,,o345319a,4
oo180370120063,ם,כֹּ֖ל,o345320,7
oo180370120071,כֹּ֖ל,אֲשֶׁ֥ר,o345321,7
oo180370120081,אֲשֶׁ֥ר,יְצַוֵּ֓ם,o345322,7
oo180370120091,יְצַוֵּ֓,עַל,o345323,7
oo180370120092,ם,פְּנֵ֖י,o345324,7
oo180370120101,עַל,תֵבֵ֣ל,o345325,7
oo180370120111,פְּנֵ֖י,אָֽרְצָה,o345326,7
,,,,
oo180380030062,הוֹדִיעֵֽ,הֹודִיעֵֽנִי,o345467,4
oo180380030063,נִי,,o345467a,4
oo180380040021,הָ֭יִיתָ,אֵיפֹ֣ה,o345468,7
,NA,הָ֭יִיתָ,o345469,6
,,,,
oo180380120061,יִדַּ֖עְתָּה,ידעת,o345551,4
oo180380120061a,,ה,o345552,4
oo180380120071,הַ,שׁחר,o345553,7
oo180380120072,שַּׁ֣חַר,מְקֹמֹֽו,o345554,7
,,,,
oo180420110081,וְ,כָל,o346806,7
oo180420110082,כָל,יֹדְעָ֣יו,o346807,7
oo180420110091,יֹדְעָ֣י,לְ,o346808,7
oo180420110092,ו,פָנִ֗ים,o346809,7
oo180420110101,לְ,וַ,o346810,7
oo180420110102,פָנִ֗ים,יֹּאכְל֨וּ,o346811,7
oo180420110111,וַ,עִמֹּ֣ו,o346812,7
oo180420110112,יֹּאכְל֨וּ,לֶחֶם֮,o346813,7
oo180420110121,עִמּ֣,בְּ,o346814,7
oo180420110122,וֹ,בֵיתֹו֒,o346815,7
oo180420110131,לֶחֶם֮,וַ,o346816,7
oo180420110141,בְּ,יָּנֻ֤דוּ,o346817,7
oo180420110142,בֵית,לֹו֙,o346818,5
,,,,
oo180420110151,וַ,יְנַחֲמ֣וּ,o346820,7
oo180420110152,יָּנֻ֤דוּ,אֹתֹ֔ו,o346821,7
oo180420110161,ל,עַ֚ל,o346822,7
oo180420110162,וֹ֙,כָּל,o346823,7
oo180420110171,וַ,הָ֣,o346824,7
oo180420110172,יְנַחֲמ֣וּ,רָעָ֔ה,o346825,7
oo180420110181,אֹת֔,אֲשֶׁר,o346826,7
oo180420110182,וֹ,הֵבִ֥יא,o346827,7
oo180420110191,עַ֚ל,יְהוָ֖ה,o346828,7
oo180420110201,כָּל,עָלָ֑יו,o346829,7
oo180420110211,הָ֣,וַ,o346830,7
oo180420110212,רָעָ֔ה,יִּתְּנוּ,o346831,7
oo180420110221,אֲשֶׁר,לֹ֗ו,o346832,7
oo180420110231,הֵבִ֥יא,אִ֚ישׁ,o346833,7
oo180420110241,יְהוָ֖ה,קְשִׂיטָ֣ה,o346834,7
oo180420110251,עָלָ֑י,אֶחָ֔ת,o346835,5
,,,,
oo180420110261,וַ,אִ֕ישׁ,o346837,7
oo180420110262,יִּתְּנוּ,נֶ֥זֶם,o346838,7
oo180420110271,ל֗,זָהָ֖ב,o346839,7
oo180420110272,וֹ,אֶחָֽד,o346840,7
,,,,
oo190090010031,לַבֵּ֗ן,לַ,o311564,4
oo190090010031a,,,o311565,4
oo190090010041,מִזְמ֥וֹר,בֵּ֗ן,o311566,7
,NA,מִזְמֹ֥ור,o311567,6
,,,,
oo190100050031,דְרָכָ֨י,דרכו,o311811,7
oo190100050032,ו,בְּ,o311812,7
oo190100050041,בְּ,כָל,o311813,7
oo190100050042,כָל,עֵ֗ת,o311814,7
oo190100050051,עֵ֗ת,מָרֹ֣ום,o311815,7
oo190100050061,מָר֣וֹם,מִ֭שְׁפָּטֶיךָ,o311816,7
oo190100050071,מִ֭שְׁפָּטֶי,מִ,o311817,7
oo190100050072,ךָ,נֶּגְדֹּ֑ו,o311818,7
oo190100050081,מִ,כָּל,o311819,7
oo190100050082,נֶּגְדּ֑,צֹ֝ורְרָ֗יו,o311820,7
oo190100050083,וֹ,יָפִ֥יחַ,o311821,7
oo190100050091,כָּל,בָּהֶֽם,o311822,7
,,,,
oo190170110041,סְבָב֑וּ,סבבוני,o312585,7
oo190170110042,נוּ,עֵינֵיהֶ֥ם,o312586,7
oo190170110051,עֵינֵי,יָ֝שִׁ֗יתוּ,o312587,7
oo190170110052,הֶ֥ם,לִ,o312588,7
oo190170110061,יָ֝שִׁ֗יתוּ,נְטֹ֥ות,o312589,7
oo190170110071,לִ,בָּ,o312590,7
oo190170110072,נְט֥וֹת,,o312591,7
oo190170110081,בָּ,אָֽרֶץ,o312592,7
oo190170120011,דִּמְיֹנ֗,דִּמְיֹנֹ֗ו,o312593,4
oo190170120012,וֹ,,o312593a,4
,,,,
oo190170140092,צְפוּנְ,צפינך,o312628,7
oo190170140093,ךָ֮,תְּמַלֵּ֢א,o312629,7
oo190170140101,תְּמַלֵּ֪א,בִ֫טְנָ֥ם,o312630,7
oo190170140111,בִ֫טְנָ֥,יִשְׂבְּע֥וּ,o312631,7
oo190170140112,ם,בָנִ֑ים,o312632,7
oo190170140121,יִשְׂבְּע֥וּ,וְ,o312633,7
oo190170140131,בָנִ֑ים,הִנִּ֥יחוּ,o312634,7
oo190170140141,וְ,יִ֝תְרָ֗ם,o312635,7
oo190170140142,הִנִּ֥יחוּ,לְ,o312636,7
oo190170140151,יִ֝תְרָ֗,עֹולְלֵיהֶֽם,o312637,7
,,,,
oo190240060041,דֹּרְשָׁ֑י,דרשׁו,o314028,7
oo190240060042,ו,מְבַקְשֵׁ֨י,o314029,7
oo190240060051,מְבַקְשֵׁ֨י,פָנֶ֖יךָ,o314030,7
oo190240060061,פָנֶ֖י,יַעֲקֹ֣ב,o314031,7
oo190240060062,ךָ,סֶֽלָה,o314032,7
,,,,
oo190260020032,נַסֵּ֑,נַסֵּ֑נִי,o314297,4
oo190260020033,נִי,,o314297a,4
oo190260020051,צָרְפָ֖,צרופה,o314298,7
oo190260020052,ה,כִלְיֹותַ֣י,o314299,7
oo190260020061,כִלְיוֹתַ֣,וְ,o314300,7
oo190260020062,י,לִבִּֽי,o314301,4
oo190260020071,וְ,,o314301a,4
,,,,
oo190410060041,לִ֑,לִ֑י,o317280,4
oo190410060042,י,,o317280a,4
oo190410060061,יָ֝מ֗וּת,מָתַ֥י,o317281,7
,NA,יָ֝מ֗וּת,o317282,6
,,,,
oo190490150112,צוּרָ,צירם,o318575,7
oo190490150113,ם,לְ,o318576,7
oo190490150121,לְ,בַלֹּ֥ות,o318577,4
oo190490150122,בַלּ֥וֹת,,o318577a,4
,,,,
oo190590160031,יְנִיע֣וּ,ינועון,o320205,7
oo190590160032,ן,לֶ,o320206,7
oo190590160041,לֶ,אֱכֹ֑ל,o320207,4
oo190590160042,אֱכֹ֑ל,,o320207a,4
,,,,
oo190710200031,הִרְאִיתַ֨,הראיתנו,o322256,7
oo190710200032,נִי,צָרֹ֥ות,o322257,7
oo190710200041,צָר֥וֹת,רַבֹּ֗ות,o322258,7
oo190710200051,רַבּ֗וֹת,וְ,o322259,7
oo190710200061,וְ,רָ֫עֹ֥ות,o322260,4
oo190710200062,רָ֫ע֥וֹת,,o322260a,4
,,,,
oo190710200091,תְּחַיֵּ֑י,תחיינו,o322262,7
oo190710200092,נִי,וּֽ,o322263,7
oo190710200101,וּֽ,מִ,o322264,7
oo190710200102,מִ,תְּהֹמֹ֥ות,o322265,4
oo190710200103,תְּהֹמ֥וֹת,,o322265a,4
,,,,
oo190890500021,חֲסָדֶ֖י,אַיֵּ֤ה,o326188,7
oo190890500022,ךָ,חֲסָדֶ֖יךָ,o326189,4
oo190890500031,הָ,,o326189a,4
,NA,הָ,o326190,6
,,,,
oo190910120031,יִשָּׂא֑וּ,יִשָּׂא֑וּנְךָ,o326518,4
oo190910120032,נְ,,o326518a,4
oo190910120033,ךָ,פֶּן,o326519,7
oo190910120041,פֶּן,תִּגֹּ֖ף,o326520,7
oo190910120051,תִּגֹּ֖ף,בָּ,o326521,7
oo190910120061,בָּ,,o326522,7
oo190910120061ה,,אֶ֣בֶן,o326523,7
oo190910120062,אֶ֣בֶן,רַגְלֶֽךָ,o326524,7
,,,,
oo191260040051,שְׁבִיתֵ֑,שׁבותנו,o333108,7
oo191260040052,נוּ,כַּ,o333109,7
oo191260040061,כַּ,אֲפִיקִ֥ים,o333110,7
oo191260040062,אֲפִיקִ֥ים,בַּ,o333111,7
oo191260040071,בַּ,,o333112,7
oo191260040071ה,,נֶּֽגֶב,o333113,7
,,,,
oo191470190031,דְּבָרָ֣י,דברו,o335724,7
oo191470190032,ו,לְ,o335725,7
oo191470190041,לְ,יַעֲקֹ֑ב,o335726,7
oo191470190042,יַעֲקֹ֑ב,חֻקָּ֥יו,o335727,7
oo191470190051,חֻקָּ֥י,וּ֝,o335728,7
oo191470190052,ו,מִשְׁפָּטָ֗יו,o335729,4
oo191470190061,וּ֝,,o335729a,4
oo191470190062,מִשְׁפָּטָ֗י,לְ,o335730,7
oo191470190063,ו,יִשְׂרָאֵֽל,o335731,7
,,,,
oo200120260021,מֵ,מֵרֵעֵ֣הוּ,o350148,4
oo200120260022,רֵעֵ֣,,o350148a,4
oo200120260023,הוּ,צַדִּ֑יק,o350149,7
oo200120260031,צַדִּ֑יק,וְ,o350150,7
oo200120260041,וְ,דֶ֖רֶךְ,o350151,7
oo200120260042,דֶ֖רֶךְ,רְשָׁעִ֣ים,o350152,7
oo200120260051,רְשָׁעִ֣ים,תַּתְעֵֽם,o350153,7
,,,,
oo200220250051,וְ,לָקַחְתָּ֖,o352954,7
oo200220250052,לָקַחְתָּ֖,מֹוקֵ֣שׁ,o352955,7
oo200220250061,מוֹקֵ֣שׁ,לְ,o352956,7
oo200220250071,לְ,נַפְשֶֽׁךָ,o352957,7
,,,,
oo200260240022,שְׂפָתָי,שׂפתו,o354253,7
oo200260240023,ו,יִנָּכֵ֣ר,o354254,7
oo200260240031,יִנָּכֵ֣ר,שֹׂונֵ֑א,o354255,7
oo200260240041,שׂוֹנֵ֑א,וּ֝,o354256,7
oo200260240051,וּ֝,בְ,o354257,7
oo200260240052,בְ,קִרְבֹּ֗ו,o354258,4
oo200260240053,קִרְבּ֗,,o354258a,4
oo200260240054,וֹ,יָשִׁ֥ית,o354259,7
oo200260240061,יָשִׁ֥ית,מִרְמָֽה,o354260,7
,,,,
oo200300100061,אֲדֹנָ֑י,אדנו,o355245,7
oo200300100062,ו,פֶּֽן,o355246,7
oo200300100071,פֶּֽן,יְקַלֶּלְךָ֥,o355247,7
oo200300100081,יְקַלֶּלְ,וְ,o355248,7
oo200300100082,ךָ֥,אָשָֽׁמְתָּ,o355249,7
,,,,
oo210050170201,חַיָּ֛י,חַיָּ֛ו,o361193,7
oo210050170202,ו,אֲשֶׁר,o361194,7
oo210050170211,אֲשֶׁר,נָֽתַן,o361195,7
oo210050170221,נָֽתַן,לֹ֥ו,o361196,7
oo210050170231,ל֥,הָ,o361197,7
oo210050170232,וֹ,אֱלֹהִ֖ים,o361198,7
oo210050170241,הָ,כִּי,o361199,7
oo210050170242,אֱלֹהִ֖ים,ה֥וּא,o361200,7
oo210050170251,כִּי,חֶלְקֹֽו,o361201,7
,,,,
oo230100060133,שׂוּמ֥,שׂימו,o215620,7
oo230100060134,וֹ,מִרְמָ֖ס,o215621,7
oo230100060141,מִרְמָ֖ס,כְּ,o215622,7
oo230100060151,כְּ,חֹ֥מֶר,o215623,7
oo230100060152,חֹ֥מֶר,חוּצֹֽות,o215624,7
,,,,
oo230100130132,עֲתוּדֽוֹתֵי,עתידתיהם,o215742,7
oo230100130133,הֶם֙,שֹׁושֵׂ֔תִי,o215743,7
oo230100130141,שׁוֹשֵׂ֔תִי,וְ,o215744,7
oo230100130151,וְ,אֹורִ֥יד,o215745,4
oo230100130152,אוֹרִ֥יד,,o215745a,4
oo230100130161,כַּ,כַּאבִּ֖יר,o215746,4
oo230100130162,אבִּ֖יר,,o215746a,4
,,,,
oo230320150031,עָלֵ֛י,עָלֵ֛ינוּ,o222858,4
oo230320150032,נוּ,,o222858a,4
oo230320150041,ר֖וּחַ,ר֖וּחַ,o222859,0
oo230320150051,מִ,מִ,o222860,0
oo230320150052,מָּר֑וֹם,מָּרֹ֑ום,o222861,1
oo230320150061,וְ,וְ,o222862,0
oo230320150062,הָיָ֤ה,הָיָ֤ה,o222863,0
oo230320150071,מִדְבָּר֙,מִדְבָּר֙,o222864,0
oo230320150081,לַ,לַ,o222865,0
oo230320150081ה,,,o222866,0
oo230320150082,כַּרְמֶ֔ל,כַּרְמֶ֔ל,o222867,0
oo230320150101,וְ,ו,o222868,3
oo230320150101a,,,o222869,3
oo230320150102,הַ,כרמל,o222870,7
oo230320150103,כַּרְמֶ֖ל,לַ,o222871,4
oo230320150103a,,,o222872,4
oo230320150111,לַ,יַּ֥עַר,o222873,7
oo230320150111ה,,יֵחָשֵֽׁב,o222874,7
,,,,
oo230360120221,צוֹאָתָ֗,חראיהם,o224041,7
oo230360120222,ם,וְ,o224042,7
oo230360120231,וְ,לִ,o224043,7
oo230360120232,לִ,שְׁתֹּ֛ות,o224044,7
oo230360120233,שְׁתּ֛וֹת,אֶת,o224045,7
oo230360120241,אֶת,שׁי,o224046,7
oo230360120261,מֵימֵ֥י,ניהם,o224047,7
oo230360120271,רַגְלֵי,עִמָּכֶֽם,o224048,7
,,,,
oo230430140111,בָֽ,בָֽרִיחִים֙,o227171,4
oo230430140111ה,,,o227171a,4
oo230430140112,רִיחִים֙,כֻּלָּ֔ם,o227172,7
oo230430140121,כֻּלָּ֔,וְ,o227173,7
oo230430140122,ם,כַשְׂדִּ֖ים,o227174,7
oo230430140131,וְ,בָּ,o227175,7
oo230430140132,כַשְׂדִּ֖ים,אֳנִיֹּ֥ות,o227176,7
oo230430140141,בָּ,רִנָּתָֽם,o227177,7
,,,,
oo230630150062,תִפְאַרְתֶּ֑,תִפְאַרְתֶּ֑ךָ,o233720,4
oo230630150063,ךָ,,o233720a,4
oo230630150081,קִנְאָֽתְ,אַיֵּ֤ה,o233721,7
oo230630150082,ךָ֙,קִנְאָֽתְךָ֙,o233722,4
oo230630150091,וּ,,o233722a,4
oo230630150092,גְב֣וּרֹתֶ֔,וּ,o233723,7
oo230630150093,ךָ,גְב֣וּרֹתֶ֔ךָ,o233724,5
,,,,
oo240010050031,אֶצָּרְ,אצורך,o235072,7
oo240010050032,ךָ֤,בַ,o235073,7
oo240010050041,בַ,,o235074,7
oo240010050041ה,,בֶּ֨טֶן֙,o235075,7
oo240010050042,בֶּ֨טֶן֙,יְדַעְתִּ֔יךָ,o235076,7
oo240010050051,יְדַעְתִּ֔י,וּ,o235077,7
oo240010050052,ךָ,בְ,o235078,7
oo240010050061,וּ,טֶ֛רֶם,o235079,7
oo240010050062,בְ,תֵּצֵ֥א,o235080,7
oo240010050063,טֶ֛רֶם,מֵ,o235081,7
oo240010050071,תֵּצֵ֥א,רֶ֖חֶם,o235082,7
oo240010050081,מֵ,הִקְדַּשְׁתִּ֑יךָ,o235083,7
oo240010050082,רֶ֖חֶם,נָבִ֥יא,o235084,7
oo240010050091,הִקְדַּשְׁתִּ֑י,לַ,o235085,7
oo240010050092,ךָ,,o235086,7
oo240010050101,נָבִ֥יא,גֹּויִ֖ם,o235087,7
oo240010050111,לַ,נְתַתִּֽיךָ,o235088,7
,,,,
oo240020250052,גְרוֹנֵ֖,גורנך,o235798,7
oo240020250053,ךְ,מִ,o235799,7
oo240020250061,מִ,צִּמְאָ֑ה,o235800,4
